latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
28.646748,77.2748,231.0,19800,Asia/Kolkata,GMT+5:30

time,temperature_2m (°C),visibility (m),sunshine_duration (s),relative_humidity_2m (%),rain (mm),cloud_cover (%),cloud_cover_low (%),cloud_cover_mid (%),cloud_cover_high (%),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²)
2025-01-30T14:00,25.0,24140.00,3600.00,35,0.00,0,0,0,0,591.0,454.0,137.0
2025-01-30T15:00,25.1,24140.00,3600.00,35,0.00,0,0,0,0,467.0,344.0,123.0
2025-01-30T16:00,24.6,24140.00,3600.00,37,0.00,0,0,0,0,298.0,198.0,100.0
2025-01-30T17:00,23.5,24140.00,3600.00,40,0.00,0,0,0,0,118.0,58.0,60.0
2025-01-30T18:00,22.2,24140.00,0.00,49,0.00,0,0,0,0,8.0,1.0,7.0
2025-01-30T19:00,20.9,24140.00,0.00,57,0.00,0,0,0,0,0.0,0.0,0.0
2025-01-30T20:00,19.6,24140.00,0.00,65,0.00,0,0,0,0,0.0,0.0,0.0
2025-01-30T21:00,18.4,24140.00,0.00,73,0.00,0,0,0,0,0.0,0.0,0.0
2025-01-30T22:00,17.5,24140.00,0.00,78,0.00,0,0,0,0,0.0,0.0,0.0
2025-01-30T23:00,16.9,24140.00,0.00,82,0.00,0,0,0,0,0.0,0.0,0.0
2025-01-31T00:00,15.8,24140.00,0.00,88,0.00,0,0,0,0,0.0,0.0,0.0
2025-01-31T01:00,14.8,24140.00,0.00,92,0.00,0,0,0,0,0.0,0.0,0.0
2025-01-31T02:00,14.1,24140.00,0.00,94,0.00,1,1,0,0,0.0,0.0,0.0
2025-01-31T03:00,13.4,24140.00,0.00,96,0.00,1,1,0,0,0.0,0.0,0.0
2025-01-31T04:00,12.9,24140.00,0.00,97,0.00,1,1,0,0,0.0,0.0,0.0
2025-01-31T05:00,12.2,24140.00,0.00,98,0.00,2,2,0,0,0.0,0.0,0.0
2025-01-31T06:00,12.1,24140.00,0.00,99,0.00,100,100,0,0,0.0,0.0,0.0
2025-01-31T07:00,11.7,24140.00,0.00,99,0.00,100,100,0,0,2.0,0.0,2.0
2025-01-31T08:00,12.6,24140.00,48.58,97,0.00,100,100,0,0,67.0,10.0,57.0
2025-01-31T09:00,14.8,24140.00,1427.42,88,0.00,100,100,0,0,194.0,38.0,156.0
2025-01-31T10:00,18.4,24140.00,3600.00,69,0.00,1,1,0,0,380.0,160.0,220.0
2025-01-31T11:00,22.0,24140.00,3600.00,56,0.00,0,0,0,0,584.0,444.0,140.0
2025-01-31T12:00,24.2,24140.00,3600.00,47,0.00,0,0,0,0,657.0,514.0,143.0
2025-01-31T13:00,25.7,24140.00,3600.00,33,0.00,0,0,0,0,661.0,518.0,143.0
2025-01-31T14:00,26.5,24140.00,3600.00,25,0.00,1,0,1,0,597.0,461.0,136.0
2025-01-31T15:00,26.5,24140.00,3600.00,24,0.00,2,1,2,0,472.0,349.0,123.0
2025-01-31T16:00,25.9,24140.00,3600.00,24,0.00,2,1,1,0,302.0,201.0,101.0
2025-01-31T17:00,25.0,24140.00,3600.00,26,0.00,3,1,3,0,120.0,59.0,61.0
2025-01-31T18:00,22.7,24140.00,0.00,34,0.00,5,0,5,0,8.0,1.0,7.0
2025-01-31T19:00,21.5,24140.00,0.00,38,0.00,1,0,1,0,0.0,0.0,0.0
2025-01-31T20:00,20.0,24140.00,0.00,45,0.00,0,0,0,0,0.0,0.0,0.0
2025-01-31T21:00,18.9,24140.00,0.00,52,0.00,0,0,0,0,0.0,0.0,0.0
2025-01-31T22:00,17.7,24140.00,0.00,60,0.00,0,0,0,0,0.0,0.0,0.0
2025-01-31T23:00,17.0,24140.00,0.00,67,0.00,0,0,0,0,0.0,0.0,0.0
2025-02-01T00:00,16.3,24140.00,0.00,73,0.00,0,0,0,0,0.0,0.0,0.0
2025-02-01T01:00,15.8,24140.00,0.00,78,0.00,0,0,0,0,0.0,0.0,0.0
2025-02-01T02:00,15.3,24140.00,0.00,79,0.00,0,0,0,0,0.0,0.0,0.0
2025-02-01T03:00,14.8,24140.00,0.00,78,0.00,0,0,0,0,0.0,0.0,0.0
2025-02-01T04:00,14.2,24140.00,0.00,79,0.00,4,0,4,0,0.0,0.0,0.0
2025-02-01T05:00,13.9,24140.00,0.00,81,0.00,7,0,7,0,0.0,0.0,0.0
2025-02-01T06:00,12.1,24140.00,0.00,93,0.00,0,0,0,0,0.0,0.0,0.0
2025-02-01T07:00,12.1,24140.00,0.00,93,0.00,0,0,0,0,3.0,0.0,3.0
2025-02-01T08:00,14.1,24140.00,3600.00,84,0.00,0,0,0,0,96.0,42.0,54.0
2025-02-01T09:00,17.1,24140.00,3600.00,70,0.00,0,0,0,0,271.0,172.0,99.0
2025-02-01T10:00,20.4,24140.00,3600.00,57,0.00,0,0,0,0,443.0,319.0,124.0
2025-02-01T11:00,23.0,24140.00,3600.00,46,0.00,0,0,0,0,575.0,436.0,139.0
2025-02-01T12:00,24.6,24140.00,3600.00,37,0.00,4,0,4,0,649.0,502.0,147.0
2025-02-01T13:00,25.5,24140.00,3600.00,33,0.00,17,0,17,0,648.0,500.0,148.0
2025-02-01T14:00,25.6,24140.00,3600.00,31,0.00,23,0,23,0,521.0,366.0,155.0
2025-02-01T15:00,25.6,24140.00,3600.00,31,0.00,17,3,16,0,428.0,289.0,139.0
2025-02-01T16:00,25.1,24140.00,3600.00,33,0.00,31,3,31,0,274.0,171.0,103.0
2025-02-01T17:00,24.0,24140.00,3600.00,36,0.00,45,1,45,0,101.0,46.0,55.0
2025-02-01T18:00,21.2,24140.00,0.00,57,0.00,26,0,26,0,7.0,1.0,6.0
2025-02-01T19:00,20.5,24140.00,0.00,63,0.00,21,0,21,0,0.0,0.0,0.0
2025-02-01T20:00,19.8,24140.00,0.00,64,0.00,92,0,92,0,0.0,0.0,0.0
2025-02-01T21:00,18.6,24140.00,0.00,73,0.00,42,0,42,0,0.0,0.0,0.0
2025-02-01T22:00,17.4,24140.00,0.00,80,0.00,96,0,96,0,0.0,0.0,0.0
2025-02-01T23:00,17.0,24140.00,0.00,80,0.00,84,0,84,0,0.0,0.0,0.0
2025-02-02T00:00,16.2,24140.00,0.00,81,0.00,6,2,4,0,0.0,0.0,0.0
2025-02-02T01:00,15.1,24140.00,0.00,84,0.00,8,4,4,0,0.0,0.0,0.0
2025-02-02T02:00,14.8,24140.00,0.00,85,0.00,19,0,18,0,0.0,0.0,0.0
2025-02-02T03:00,14.6,24140.00,0.00,86,0.00,34,4,32,0,0.0,0.0,0.0
2025-02-02T04:00,14.6,24140.00,0.00,85,0.00,10,0,10,0,0.0,0.0,0.0
2025-02-02T05:00,14.1,24140.00,0.00,86,0.00,4,0,4,0,0.0,0.0,0.0
2025-02-02T06:00,13.8,24140.00,0.00,92,0.00,1,0,1,0,0.0,0.0,0.0
2025-02-02T07:00,13.7,24140.00,0.00,92,0.00,0,0,0,0,4.0,0.0,4.0
2025-02-02T08:00,14.9,24140.00,3600.00,86,0.00,0,0,0,0,97.0,42.0,55.0
2025-02-02T09:00,17.1,24140.00,3600.00,75,0.00,0,0,0,0,273.0,173.0,100.0
2025-02-02T10:00,19.8,24140.00,3600.00,63,0.00,0,0,0,0,447.0,321.0,126.0
2025-02-02T11:00,22.0,24140.00,3600.00,50,0.00,0,0,0,0,580.0,439.0,141.0
2025-02-02T12:00,23.2,24140.00,3600.00,44,0.00,0,0,0,0,655.0,507.0,148.0
2025-02-02T13:00,23.9,24140.00,3600.00,39,0.00,0,0,0,0,664.0,516.0,148.0
2025-02-02T14:00,24.0,24140.00,3600.00,36,0.00,0,0,0,0,603.0,463.0,140.0
2025-02-02T15:00,23.8,24140.00,3600.00,36,0.00,0,0,0,0,480.0,353.0,127.0
2025-02-02T16:00,22.9,24140.00,3600.00,40,0.00,0,0,0,0,311.0,206.0,105.0
2025-02-02T17:00,21.5,24140.00,3600.00,47,0.00,0,0,0,0,127.0,63.0,64.0
2025-02-02T18:00,19.4,24140.00,0.00,66,0.00,0,0,0,0,9.0,2.0,7.0
2025-02-02T19:00,18.5,24140.00,0.00,73,0.00,0,0,0,0,0.0,0.0,0.0
2025-02-02T20:00,17.7,24140.00,0.00,77,0.00,0,0,0,0,0.0,0.0,0.0
2025-02-02T21:00,17.0,24140.00,0.00,79,0.00,0,0,0,0,0.0,0.0,0.0
2025-02-02T22:00,16.0,24140.00,0.00,81,0.00,0,0,0,0,0.0,0.0,0.0
2025-02-02T23:00,15.2,24140.00,0.00,83,0.00,0,0,0,0,0.0,0.0,0.0
2025-02-03T00:00,14.4,24140.00,0.00,82,0.00,0,0,0,0,0.0,0.0,0.0
2025-02-03T01:00,13.7,24140.00,0.00,82,0.00,0,0,0,0,0.0,0.0,0.0
2025-02-03T02:00,12.9,24140.00,0.00,84,0.00,0,0,0,0,0.0,0.0,0.0
2025-02-03T03:00,12.2,24140.00,0.00,86,0.00,0,0,0,0,0.0,0.0,0.0
2025-02-03T04:00,11.6,24140.00,0.00,87,0.00,0,0,0,0,0.0,0.0,0.0
2025-02-03T05:00,11.1,24140.00,0.00,87,0.00,0,0,0,0,0.0,0.0,0.0
2025-02-03T06:00,11.2,24140.00,0.00,92,0.00,0,0,0,0,0.0,0.0,0.0
2025-02-03T07:00,11.0,24140.00,0.00,91,0.00,0,0,0,0,4.0,0.0,4.0
2025-02-03T08:00,12.4,24140.00,3600.00,85,0.00,0,0,0,0,106.0,50.0,56.0
2025-02-03T09:00,14.7,24140.00,3600.00,72,0.00,0,0,0,0,295.0,194.0,101.0
2025-02-03T10:00,17.5,24140.00,3600.00,60,0.00,0,0,0,0,477.0,352.0,125.0
2025-02-03T11:00,20.0,24140.00,3600.00,45,0.00,0,0,0,0,614.0,475.0,139.0
2025-02-03T12:00,21.6,24140.00,3600.00,35,0.00,0,0,0,0,684.0,539.0,145.0
2025-02-03T13:00,22.7,24140.00,3600.00,31,0.00,0,0,0,0,685.0,540.0,145.0
2025-02-03T14:00,23.2,24140.00,3600.00,30,0.00,0,0,0,0,616.0,477.0,139.0
2025-02-03T15:00,23.2,24140.00,3600.00,31,0.00,0,0,0,0,488.0,362.0,126.0
2025-02-03T16:00,22.6,24140.00,3600.00,33,0.00,0,0,0,0,315.0,212.0,103.0
2025-02-03T17:00,21.2,24140.00,3600.00,42,0.00,0,0,0,0,129.0,65.0,64.0
2025-02-03T18:00,18.9,24140.00,0.00,56,0.00,1,0,1,0,10.0,2.0,8.0
2025-02-03T19:00,17.9,24140.00,0.00,62,0.00,2,0,2,0,0.0,0.0,0.0
2025-02-03T20:00,16.8,24140.00,0.00,67,0.00,12,0,12,0,0.0,0.0,0.0
2025-02-03T21:00,16.0,24140.00,0.00,72,0.00,85,0,85,0,0.0,0.0,0.0
2025-02-03T22:00,15.4,24140.00,0.00,71,0.60,69,0,58,26,0.0,0.0,0.0
2025-02-03T23:00,15.1,24140.00,0.00,74,0.50,18,0,18,0,0.0,0.0,0.0
2025-02-04T00:00,14.1,24140.00,0.00,77,0.00,41,0,40,8,0.0,0.0,0.0
2025-02-04T01:00,14.0,24140.00,0.00,77,0.20,37,0,37,0,0.0,0.0,0.0
2025-02-04T02:00,13.5,24140.00,0.00,80,0.40,52,0,52,0,0.0,0.0,0.0
2025-02-04T03:00,13.3,24140.00,0.00,78,0.00,6,0,6,0,0.0,0.0,0.0
2025-02-04T04:00,12.5,24140.00,0.00,81,0.00,29,0,28,2,0.0,0.0,0.0
2025-02-04T05:00,12.4,24140.00,0.00,82,0.00,100,0,100,18,0.0,0.0,0.0
2025-02-04T06:00,14.1,24140.00,0.00,79,0.00,100,0,100,20,0.0,0.0,0.0
2025-02-04T07:00,14.4,24140.00,0.00,76,0.00,76,0,71,27,1.0,0.0,1.0
2025-02-04T08:00,14.8,24140.00,1514.42,75,0.00,63,0,60,17,66.0,19.0,47.0
2025-02-04T09:00,16.1,24140.00,3552.54,70,0.10,74,0,67,29,176.0,65.0,111.0
2025-02-04T10:00,17.8,24140.00,3250.20,63,0.00,58,0,56,5,257.0,88.0,169.0
2025-02-04T11:00,20.2,24140.00,3600.00,53,0.00,60,0,48,23,459.0,271.0,188.0
2025-02-04T12:00,22.2,24140.00,3600.00,47,0.00,81,0,79,10,581.0,389.0,192.0
2025-02-04T13:00,22.8,24140.00,3600.00,48,0.00,49,0,49,0,477.0,254.0,223.0
2025-02-04T14:00,23.2,24140.00,3600.00,47,0.00,60,0,56,9,443.0,247.0,196.0
2025-02-04T15:00,23.0,24140.00,3600.00,48,0.00,94,0,93,11,307.0,126.0,181.0
2025-02-04T16:00,22.5,24140.00,3317.48,50,0.00,30,0,23,9,197.0,67.0,130.0
2025-02-04T17:00,21.7,24140.00,3600.00,57,0.00,22,1,19,3,109.0,47.0,62.0
2025-02-04T18:00,19.6,24140.00,0.00,74,0.00,22,7,17,0,9.0,1.0,8.0
2025-02-04T19:00,18.8,24140.00,0.00,82,0.00,22,20,3,0,0.0,0.0,0.0
2025-02-04T20:00,18.2,24140.00,0.00,83,0.00,22,17,11,0,0.0,0.0,0.0
2025-02-04T21:00,17.5,24140.00,0.00,87,0.00,25,7,20,0,0.0,0.0,0.0
2025-02-04T22:00,17.0,24140.00,0.00,91,0.00,13,7,12,0,0.0,0.0,0.0
2025-02-04T23:00,16.7,24140.00,0.00,89,0.20,46,5,44,0,0.0,0.0,0.0
2025-02-05T00:00,16.0,24140.00,0.00,85,0.00,44,7,42,0,0.0,0.0,0.0
2025-02-05T01:00,15.1,24140.00,0.00,89,0.10,53,17,43,0,0.0,0.0,0.0
2025-02-05T02:00,14.6,24140.00,0.00,92,0.30,30,14,18,0,0.0,0.0,0.0
2025-02-05T03:00,13.9,24140.00,0.00,96,0.00,13,6,9,0,0.0,0.0,0.0
2025-02-05T04:00,13.4,24140.00,0.00,96,0.00,12,1,11,0,0.0,0.0,0.0
2025-02-05T05:00,12.8,24140.00,0.00,96,0.00,1,0,1,0,0.0,0.0,0.0
2025-02-05T06:00,12.5,24140.00,0.00,94,0.00,3,3,0,0,0.0,0.0,0.0
2025-02-05T07:00,12.3,24140.00,0.00,94,0.00,0,0,0,0,5.0,1.0,4.0
2025-02-05T08:00,13.4,24140.00,3600.00,86,0.00,0,0,0,0,108.0,50.0,58.0
2025-02-05T09:00,15.5,24140.00,3600.00,76,0.00,0,0,0,0,295.0,192.0,103.0
2025-02-05T10:00,17.8,24140.00,3600.00,64,0.00,0,0,0,0,476.0,348.0,128.0
2025-02-05T11:00,19.7,24140.00,3600.00,52,0.00,0,0,0,0,613.0,472.0,141.0
2025-02-05T12:00,21.0,24140.00,3600.00,40,0.00,0,0,0,0,691.0,543.0,148.0
2025-02-05T13:00,21.8,24140.00,3600.00,34,0.00,0,0,0,0,698.0,550.0,148.0
2025-02-05T14:00,22.0,24140.00,3600.00,30,0.00,0,0,0,0,634.0,492.0,142.0
2025-02-05T15:00,21.6,24140.00,3600.00,30,0.00,0,0,0,0,507.0,379.0,128.0
2025-02-05T16:00,20.9,24140.00,3600.00,33,0.00,0,0,0,0,332.0,225.0,107.0
2025-02-05T17:00,19.7,24140.00,3600.00,39,0.00,0,0,0,0,139.0,72.0,67.0
2025-02-05T18:00,19.0,24140.00,0.00,41,0.00,0,0,0,0,12.0,2.0,10.0
2025-02-05T19:00,17.9,24140.00,0.00,49,0.00,0,0,0,0,0.0,0.0,0.0
2025-02-05T20:00,16.8,24140.00,0.00,56,0.00,0,0,0,0,0.0,0.0,0.0
2025-02-05T21:00,15.9,24140.00,0.00,60,0.00,0,0,0,0,0.0,0.0,0.0
2025-02-05T22:00,15.1,24140.00,0.00,62,0.00,0,0,0,0,0.0,0.0,0.0
2025-02-05T23:00,14.6,24140.00,0.00,58,0.00,0,0,0,0,0.0,0.0,0.0
2025-02-06T00:00,14.2,24140.00,0.00,55,0.00,0,0,0,0,0.0,0.0,0.0
2025-02-06T01:00,13.7,24140.00,0.00,56,0.00,0,0,0,0,0.0,0.0,0.0
2025-02-06T02:00,13.3,24140.00,0.00,57,0.00,0,0,0,0,0.0,0.0,0.0
2025-02-06T03:00,12.9,24140.00,0.00,58,0.00,0,0,0,0,0.0,0.0,0.0
2025-02-06T04:00,12.9,24140.00,0.00,57,0.00,0,0,0,0,0.0,0.0,0.0
2025-02-06T05:00,12.4,24140.00,0.00,58,0.00,0,0,0,0,0.0,0.0,0.0
2025-02-06T06:00,11.4,24140.00,0.00,77,0.00,0,0,0,0,0.0,0.0,0.0
2025-02-06T07:00,11.1,24140.00,0.00,76,0.00,0,0,0,0,5.0,1.0,4.0
2025-02-06T08:00,12.6,24140.00,3600.00,71,0.00,0,0,0,0,113.0,55.0,58.0
2025-02-06T09:00,15.2,24140.00,3600.00,61,0.00,0,0,0,0,306.0,203.0,103.0
2025-02-06T10:00,18.1,24140.00,3600.00,49,0.00,0,0,0,0,490.0,363.0,127.0
2025-02-06T11:00,20.2,24140.00,3600.00,34,0.00,0,0,0,0,629.0,488.0,141.0
2025-02-06T12:00,21.4,24140.00,3600.00,26,0.00,0,0,0,0,707.0,558.0,149.0
2025-02-06T13:00,21.8,24140.00,3600.00,24,0.00,0,0,0,0,714.0,565.0,149.0
2025-02-06T14:00,21.7,24140.00,3600.00,26,0.00,0,0,0,0,649.0,506.0,143.0
2025-02-06T15:00,21.2,24140.00,3600.00,29,0.00,0,0,0,0,518.0,389.0,129.0
2025-02-06T16:00,20.2,24140.00,3600.00,35,0.00,0,0,0,0,339.0,232.0,107.0
2025-02-06T17:00,19.2,24140.00,3600.00,38,0.00,0,0,0,0,143.0,75.0,68.0
2025-02-06T18:00,18.5,24140.00,0.00,44,0.00,0,0,0,0,13.0,3.0,10.0
2025-02-06T19:00,17.5,24140.00,0.00,48,0.00,0,0,0,0,0.0,0.0,0.0
2025-02-06T20:00,16.5,24140.00,0.00,48,0.00,4,0,0,4,0.0,0.0,0.0
2025-02-06T21:00,15.6,24140.00,0.00,50,0.00,85,0,0,85,0.0,0.0,0.0
2025-02-06T22:00,14.9,24140.00,0.00,53,0.00,0,0,0,0,0.0,0.0,0.0
2025-02-06T23:00,14.2,24140.00,0.00,55,0.00,0,0,0,0,0.0,0.0,0.0
2025-02-07T00:00,13.8,24140.00,0.00,56,0.00,0,0,0,0,0.0,0.0,0.0
2025-02-07T01:00,13.2,24140.00,0.00,57,0.00,11,0,0,11,0.0,0.0,0.0
2025-02-07T02:00,12.7,24140.00,0.00,57,0.00,5,0,0,5,0.0,0.0,0.0
2025-02-07T03:00,12.1,24140.00,0.00,58,0.00,0,0,0,0,0.0,0.0,0.0
2025-02-07T04:00,11.7,24140.00,0.00,59,0.00,0,0,0,0,0.0,0.0,0.0
2025-02-07T05:00,11.4,24140.00,0.00,60,0.00,0,0,0,0,0.0,0.0,0.0
2025-02-07T06:00,11.1,24140.00,0.00,71,0.00,0,0,0,0,0.0,0.0,0.0
2025-02-07T07:00,10.9,24140.00,0.00,70,0.00,23,0,0,23,5.0,1.0,4.0
2025-02-07T08:00,12.1,24140.00,3600.00,64,0.00,60,0,0,60,115.0,55.0,60.0
2025-02-07T09:00,14.1,24140.00,3600.00,57,0.00,29,0,0,29,305.0,200.0,105.0
2025-02-07T10:00,16.5,24140.00,3600.00,49,0.00,9,0,0,9,490.0,361.0,129.0
2025-02-07T11:00,18.5,24140.00,3600.00,42,0.00,0,0,0,0,629.0,487.0,142.0
2025-02-07T12:00,20.1,24140.00,3600.00,37,0.00,0,0,0,0,706.0,557.0,149.0
2025-02-07T13:00,21.1,24140.00,3600.00,31,0.00,0,0,0,0,711.0,562.0,149.0
2025-02-07T14:00,21.4,24140.00,3600.00,28,0.00,0,0,0,0,647.0,504.0,143.0
2025-02-07T15:00,21.2,24140.00,3600.00,27,0.00,0,0,0,0,518.0,388.0,130.0
2025-02-07T16:00,20.5,24140.00,3600.00,33,0.00,0,0,0,0,340.0,233.0,107.0
2025-02-07T17:00,19.3,24140.00,3600.00,38,0.00,0,0,0,0,145.0,77.0,68.0
2025-02-07T18:00,18.8,24140.00,0.00,42,0.00,0,0,0,0,13.0,3.0,10.0
2025-02-07T19:00,17.8,24140.00,0.00,46,0.00,8,0,0,8,0.0,0.0,0.0
2025-02-07T20:00,16.8,24140.00,0.00,49,0.00,6,0,0,6,0.0,0.0,0.0
2025-02-07T21:00,16.0,24140.00,0.00,50,0.00,14,0,0,14,0.0,0.0,0.0
2025-02-07T22:00,15.2,24140.00,0.00,51,0.00,2,0,0,2,0.0,0.0,0.0
2025-02-07T23:00,14.5,24140.00,0.00,52,0.00,54,0,0,54,0.0,0.0,0.0
2025-02-08T00:00,13.9,24140.00,0.00,53,0.00,6,0,0,6,0.0,0.0,0.0
2025-02-08T01:00,13.5,24140.00,0.00,53,0.00,88,0,0,88,0.0,0.0,0.0
2025-02-08T02:00,13.1,24140.00,0.00,53,0.00,74,0,0,74,0.0,0.0,0.0
2025-02-08T03:00,12.8,24140.00,0.00,53,0.00,100,0,21,100,0.0,0.0,0.0
2025-02-08T04:00,12.6,24140.00,0.00,53,0.00,29,0,24,7,0.0,0.0,0.0
2025-02-08T05:00,12.4,24140.00,0.00,53,0.00,11,0,0,11,0.0,0.0,0.0
2025-02-08T06:00,11.5,24140.00,0.00,64,0.00,0,0,0,0,0.0,0.0,0.0
2025-02-08T07:00,11.3,24140.00,0.00,65,0.00,0,0,0,0,6.0,1.0,5.0
2025-02-08T08:00,12.6,24140.00,3600.00,61,0.00,0,0,0,0,113.0,54.0,59.0
2025-02-08T09:00,14.6,24140.00,3600.00,54,0.00,9,0,0,9,301.0,198.0,103.0
2025-02-08T10:00,17.3,24140.00,3600.00,47,0.00,13,0,0,13,481.0,354.0,127.0
2025-02-08T11:00,19.8,24140.00,3600.00,40,0.00,14,0,0,14,619.0,477.0,142.0
2025-02-08T12:00,21.9,24140.00,3600.00,35,0.00,40,0,0,40,695.0,546.0,149.0
2025-02-08T13:00,23.3,24140.00,3600.00,28,0.00,30,0,0,30,703.0,554.0,149.0
2025-02-08T14:00,23.9,24140.00,3600.00,26,0.00,13,0,0,13,639.0,494.0,145.0
2025-02-08T15:00,23.6,24140.00,3600.00,27,0.00,85,0,0,85,511.0,378.0,133.0
2025-02-08T16:00,22.8,24140.00,3600.00,32,0.00,97,0,1,97,335.0,225.0,110.0
2025-02-08T17:00,21.3,24140.00,3600.00,42,0.00,23,0,0,23,140.0,64.0,76.0
2025-02-08T18:00,20.5,24140.00,0.00,44,0.00,11,0,7,5,14.0,3.0,11.0
2025-02-08T19:00,19.7,24140.00,0.00,50,0.00,7,0,0,7,0.0,0.0,0.0
2025-02-08T20:00,19.0,24140.00,0.00,55,0.00,34,0,1,34,0.0,0.0,0.0
2025-02-08T21:00,18.0,24140.00,0.00,60,0.00,29,0,9,28,0.0,0.0,0.0
2025-02-08T22:00,17.1,24140.00,0.00,63,0.00,24,0,0,24,0.0,0.0,0.0
2025-02-08T23:00,16.5,24140.00,0.00,64,0.00,0,0,0,0,0.0,0.0,0.0
2025-02-09T00:00,15.9,24140.00,0.00,64,0.00,0,0,0,0,0.0,0.0,0.0
2025-02-09T01:00,15.3,24140.00,0.00,65,0.00,0,0,0,0,0.0,0.0,0.0
2025-02-09T02:00,14.6,24140.00,0.00,68,0.00,0,0,0,0,0.0,0.0,0.0
2025-02-09T03:00,13.9,24140.00,0.00,72,0.00,0,0,0,0,0.0,0.0,0.0
2025-02-09T04:00,13.2,24140.00,0.00,74,0.00,0,0,0,0,0.0,0.0,0.0
2025-02-09T05:00,12.4,24140.00,0.00,76,0.00,0,0,0,0,0.0,0.0,0.0
2025-02-09T06:00,11.2,24140.00,0.00,85,0.00,14,0,14,0,0.0,0.0,0.0
2025-02-09T07:00,10.9,24140.00,0.00,86,0.00,6,0,6,0,6.0,1.0,5.0
2025-02-09T08:00,12.9,24140.00,3600.00,77,0.00,100,0,100,0,117.0,56.0,61.0
2025-02-09T09:00,15.8,24140.00,3600.00,63,0.00,16,0,16,0,276.0,134.0,142.0
2025-02-09T10:00,19.1,24140.00,3600.00,49,0.00,33,0,33,0,478.0,337.0,141.0
2025-02-09T11:00,22.0,24140.00,3600.00,37,0.00,3,0,3,0,626.0,482.0,144.0
2025-02-09T12:00,24.1,24140.00,3600.00,27,0.00,1,0,1,0,705.0,556.0,149.0
2025-02-09T13:00,25.2,24140.00,3600.00,22,0.00,0,0,0,0,712.0,563.0,149.0
2025-02-09T14:00,25.8,24140.00,3600.00,21,0.00,4,0,4,0,649.0,506.0,143.0
2025-02-09T15:00,25.6,24140.00,3600.00,23,0.00,0,0,0,0,520.0,390.0,130.0
2025-02-09T16:00,24.9,24140.00,3600.00,26,0.00,0,0,0,0,344.0,236.0,108.0
2025-02-09T17:00,23.3,24140.00,3600.00,34,0.00,0,0,0,0,149.0,79.0,70.0
2025-02-09T18:00,21.6,24140.00,121.53,44,0.00,0,0,0,0,15.0,4.0,11.0
2025-02-09T19:00,20.4,24140.00,0.00,54,0.00,0,0,0,0,0.0,0.0,0.0
2025-02-09T20:00,19.4,24140.00,0.00,62,0.00,0,0,0,0,0.0,0.0,0.0
2025-02-09T21:00,18.4,24140.00,0.00,67,0.00,0,0,0,0,0.0,0.0,0.0
2025-02-09T22:00,17.3,24140.00,0.00,72,0.00,0,0,0,0,0.0,0.0,0.0
2025-02-09T23:00,16.5,24140.00,0.00,75,0.00,0,0,0,0,0.0,0.0,0.0
2025-02-10T00:00,15.5,24140.00,0.00,79,0.00,0,0,0,0,0.0,0.0,0.0
2025-02-10T01:00,14.6,24140.00,0.00,83,0.00,0,0,0,0,0.0,0.0,0.0
2025-02-10T02:00,13.8,24140.00,0.00,85,0.00,0,0,0,0,0.0,0.0,0.0
2025-02-10T03:00,13.1,24140.00,0.00,87,0.00,4,0,4,0,0.0,0.0,0.0
2025-02-10T04:00,12.6,24140.00,0.00,88,0.00,0,0,0,0,0.0,0.0,0.0
2025-02-10T05:00,12.0,24140.00,0.00,90,0.00,0,0,0,0,0.0,0.0,0.0
2025-02-10T06:00,11.9,24140.00,0.00,93,0.00,2,2,0,0,0.0,0.0,0.0
2025-02-10T07:00,12.1,24140.00,0.00,92,0.00,0,0,0,0,7.0,1.0,6.0
2025-02-10T08:00,14.2,24140.00,3600.00,80,0.00,1,0,1,0,118.0,58.0,60.0
2025-02-10T09:00,17.7,24140.00,3600.00,64,0.00,20,0,0,20,307.0,204.0,103.0
2025-02-10T10:00,21.5,24140.00,3600.00,47,0.00,3,0,1,2,489.0,361.0,128.0
2025-02-10T11:00,24.6,24140.00,3600.00,31,0.00,55,0,55,0,624.0,482.0,142.0
2025-02-10T12:00,26.5,24140.00,3600.00,22,0.00,56,0,56,0,699.0,550.0,149.0
2025-02-10T13:00,27.5,24140.00,3600.00,18,0.00,7,0,7,0,678.0,500.0,178.0
2025-02-10T14:00,27.9,24140.00,3600.00,18,0.00,11,0,11,0,629.0,480.0,149.0
2025-02-10T15:00,27.6,24140.00,3600.00,19,0.00,0,0,0,0,517.0,386.0,131.0
2025-02-10T16:00,26.8,24140.00,3600.00,22,0.00,0,0,0,0,340.0,232.0,108.0
2025-02-10T17:00,25.2,24140.00,3600.00,30,0.00,0,0,0,0,149.0,79.0,70.0
2025-02-10T18:00,23.2,24140.00,95.91,37,0.00,0,0,0,0,15.0,4.0,11.0
2025-02-10T19:00,21.9,24140.00,0.00,50,0.00,0,0,0,0,0.0,0.0,0.0
2025-02-10T20:00,20.5,24140.00,0.00,61,0.00,0,0,0,0,0.0,0.0,0.0
2025-02-10T21:00,19.3,24140.00,0.00,69,0.00,0,0,0,0,0.0,0.0,0.0
2025-02-10T22:00,18.2,24140.00,0.00,75,0.00,0,0,0,0,0.0,0.0,0.0
