latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
28.646748,77.2748,231.0,19800,Asia/Kolkata,GMT+5:30

time,temperature_2m (°C),visibility (m),sunshine_duration (s),relative_humidity_2m (%),rain (mm),cloud_cover (%),cloud_cover_low (%),cloud_cover_mid (%),cloud_cover_high (%),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²)
2024-11-30T00:00,16.3,24140.00,0.00,73,0.00,0,0,0,0,0.0,0.0,0.0
2024-11-30T01:00,15.6,24140.00,0.00,76,0.00,0,0,0,0,0.0,0.0,0.0
2024-11-30T02:00,14.9,24140.00,0.00,79,0.00,0,0,0,0,0.0,0.0,0.0
2024-11-30T03:00,14.4,24140.00,0.00,82,0.00,0,0,0,0,0.0,0.0,0.0
2024-11-30T04:00,13.8,24140.00,0.00,85,0.00,0,0,0,0,0.0,0.0,0.0
2024-11-30T05:00,13.4,24140.00,0.00,86,0.00,0,0,0,0,0.0,0.0,0.0
2024-11-30T06:00,12.4,24140.00,0.00,89,0.00,0,0,0,0,0.0,0.0,0.0
2024-11-30T07:00,12.8,24140.00,0.00,86,0.00,0,0,0,0,11.0,2.0,9.0
2024-11-30T08:00,14.6,24140.00,3600.00,77,0.00,0,0,0,0,117.0,55.0,62.0
2024-11-30T09:00,17.5,24140.00,3600.00,65,0.00,0,0,0,0,278.0,176.0,102.0
2024-11-30T10:00,20.4,24140.00,3600.00,54,0.00,0,0,0,0,425.0,300.0,125.0
2024-11-30T11:00,22.5,24140.00,3600.00,45,0.00,0,0,0,0,528.0,391.0,137.0
2024-11-30T12:00,23.9,24140.00,3600.00,39,0.00,0,0,0,0,571.0,429.0,142.0
2024-11-30T13:00,24.5,24140.00,3600.00,36,0.00,0,0,0,0,548.0,409.0,139.0
2024-11-30T14:00,24.7,24140.00,3600.00,35,0.00,0,0,0,0,464.0,336.0,128.0
2024-11-30T15:00,24.5,24140.00,3600.00,36,0.00,0,0,0,0,330.0,220.0,110.0
2024-11-30T16:00,23.6,24140.00,3600.00,41,0.00,0,0,0,0,168.0,91.0,77.0
2024-11-30T17:00,21.9,24140.00,1459.69,49,0.00,0,0,0,0,32.0,10.0,22.0
2024-11-30T18:00,22.0,24140.00,0.00,48,0.00,0,0,0,0,0.0,0.0,0.0
2024-11-30T19:00,21.4,24140.00,0.00,51,0.00,0,0,0,0,0.0,0.0,0.0
2024-11-30T20:00,20.8,24140.00,0.00,53,0.00,0,0,0,0,0.0,0.0,0.0
2024-11-30T21:00,20.0,24140.00,0.00,57,0.00,0,0,0,0,0.0,0.0,0.0
2024-11-30T22:00,19.2,24140.00,0.00,62,0.00,0,0,0,0,0.0,0.0,0.0
2024-11-30T23:00,18.3,24140.00,0.00,67,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-01T00:00,17.6,24140.00,0.00,71,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-01T01:00,16.9,24140.00,0.00,75,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-01T02:00,16.4,24140.00,0.00,77,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-01T03:00,15.8,24140.00,0.00,79,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-01T04:00,15.4,24140.00,0.00,80,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-01T05:00,14.9,24140.00,0.00,82,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-01T06:00,13.9,24140.00,0.00,86,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-01T07:00,14.2,24140.00,0.00,84,0.00,0,0,0,0,10.0,2.0,8.0
2024-12-01T08:00,15.9,24140.00,3600.00,75,0.00,0,0,0,0,113.0,51.0,62.0
2024-12-01T09:00,18.0,24140.00,3600.00,65,0.00,0,0,0,0,271.0,168.0,103.0
2024-12-01T10:00,20.2,24140.00,3600.00,56,0.00,0,0,0,0,416.0,290.0,126.0
2024-12-01T11:00,22.2,24140.00,3600.00,47,0.00,0,0,0,0,519.0,380.0,139.0
2024-12-01T12:00,23.8,24140.00,3600.00,40,0.00,0,0,0,0,563.0,420.0,143.0
2024-12-01T13:00,24.7,24140.00,3600.00,36,0.00,0,0,0,0,543.0,404.0,139.0
2024-12-01T14:00,25.0,24140.00,3600.00,36,0.00,0,0,0,0,462.0,333.0,129.0
2024-12-01T15:00,24.8,24140.00,3600.00,38,0.00,0,0,0,0,328.0,219.0,109.0
2024-12-01T16:00,24.0,24140.00,3600.00,42,0.00,0,0,0,0,167.0,90.0,77.0
2024-12-01T17:00,22.5,24140.00,1464.84,47,0.00,0,0,0,0,32.0,10.0,22.0
2024-12-01T18:00,22.4,24140.00,0.00,49,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-01T19:00,21.5,24140.00,0.00,52,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-01T20:00,20.8,24140.00,0.00,56,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-01T21:00,19.8,24140.00,0.00,61,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-01T22:00,18.8,24140.00,0.00,65,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-01T23:00,18.1,24140.00,0.00,68,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-02T00:00,17.7,24140.00,0.00,70,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-02T01:00,17.0,24140.00,0.00,73,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-02T02:00,16.2,24140.00,0.00,76,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-02T03:00,15.6,24140.00,0.00,78,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-02T04:00,15.1,24140.00,0.00,79,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-02T05:00,14.6,24140.00,0.00,80,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-02T06:00,13.5,24140.00,0.00,87,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-02T07:00,13.5,24140.00,0.00,86,0.00,0,0,0,0,10.0,2.0,8.0
2024-12-02T08:00,15.4,24140.00,3600.00,75,0.00,0,0,0,0,114.0,54.0,60.0
2024-12-02T09:00,17.9,24140.00,3600.00,63,0.00,0,0,0,0,276.0,176.0,100.0
2024-12-02T10:00,20.4,24140.00,3600.00,53,0.00,0,0,0,0,424.0,302.0,122.0
2024-12-02T11:00,22.6,24140.00,3600.00,44,0.00,0,0,0,0,527.0,392.0,135.0
2024-12-02T12:00,24.4,24140.00,3600.00,36,0.00,0,0,0,0,571.0,432.0,139.0
2024-12-02T13:00,25.5,24140.00,3600.00,32,0.00,0,0,0,0,550.0,413.0,137.0
2024-12-02T14:00,25.9,24140.00,3600.00,31,0.00,0,0,0,0,466.0,340.0,126.0
2024-12-02T15:00,25.6,24140.00,3600.00,31,0.00,0,0,0,0,331.0,224.0,107.0
2024-12-02T16:00,24.9,24140.00,3600.00,33,0.00,0,0,0,0,169.0,93.0,76.0
2024-12-02T17:00,22.7,24140.00,1763.81,42,0.00,0,0,0,0,32.0,11.0,21.0
2024-12-02T18:00,22.6,24140.00,0.00,45,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-02T19:00,21.9,24140.00,0.00,48,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-02T20:00,21.0,24140.00,0.00,52,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-02T21:00,20.2,24140.00,0.00,55,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-02T22:00,19.4,24140.00,0.00,59,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-02T23:00,18.4,24140.00,0.00,65,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-03T00:00,17.5,24140.00,0.00,69,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-03T01:00,17.3,24140.00,0.00,71,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-03T02:00,16.9,24140.00,0.00,72,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-03T03:00,16.5,24140.00,0.00,72,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-03T04:00,15.6,24140.00,0.00,74,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-03T05:00,14.9,24140.00,0.00,77,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-03T06:00,13.9,24140.00,0.00,83,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-03T07:00,14.1,24140.00,0.00,82,0.00,0,0,0,0,9.0,2.0,7.0
2024-12-03T08:00,15.9,24140.00,3600.00,73,0.00,0,0,0,0,112.0,53.0,59.0
2024-12-03T09:00,18.4,24140.00,3600.00,62,0.00,0,0,0,0,272.0,173.0,99.0
2024-12-03T10:00,21.0,24140.00,3600.00,51,0.00,0,0,0,0,418.0,297.0,121.0
2024-12-03T11:00,23.4,24140.00,3600.00,43,0.00,0,0,0,0,522.0,388.0,134.0
2024-12-03T12:00,25.2,24140.00,3600.00,36,0.00,0,0,0,0,566.0,428.0,138.0
2024-12-03T13:00,26.3,24140.00,3600.00,31,0.00,0,0,0,0,545.0,409.0,136.0
2024-12-03T14:00,26.5,24140.00,3600.00,30,0.00,0,0,0,0,463.0,337.0,126.0
2024-12-03T15:00,26.0,24140.00,3600.00,32,0.00,0,0,0,0,329.0,222.0,107.0
2024-12-03T16:00,25.0,24140.00,3600.00,36,0.00,0,0,0,0,168.0,92.0,76.0
2024-12-03T17:00,23.5,24140.00,1767.39,42,0.00,0,0,0,0,32.0,11.0,21.0
2024-12-03T18:00,23.5,24140.00,0.00,43,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-03T19:00,22.5,24140.00,0.00,48,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-03T20:00,21.5,24140.00,0.00,51,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-03T21:00,20.9,24140.00,0.00,52,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-03T22:00,20.0,24140.00,0.00,55,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-03T23:00,19.2,24140.00,0.00,57,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-04T00:00,18.6,24140.00,0.00,56,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-04T01:00,18.2,24140.00,0.00,54,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-04T02:00,17.9,24140.00,0.00,53,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-04T03:00,17.4,24140.00,0.00,54,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-04T04:00,16.8,24140.00,0.00,56,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-04T05:00,16.5,24140.00,0.00,58,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-04T06:00,15.4,24140.00,0.00,73,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-04T07:00,15.4,24140.00,0.00,73,0.00,0,0,0,0,9.0,1.0,8.0
2024-12-04T08:00,16.7,24140.00,3600.00,68,0.00,0,0,0,0,110.0,52.0,58.0
2024-12-04T09:00,18.8,24140.00,3600.00,60,0.00,0,0,0,0,271.0,172.0,99.0
2024-12-04T10:00,21.1,24140.00,3600.00,51,0.00,0,0,0,0,419.0,297.0,122.0
2024-12-04T11:00,23.4,24140.00,3600.00,42,0.00,0,0,0,0,523.0,390.0,133.0
2024-12-04T12:00,25.0,24140.00,3600.00,35,0.00,0,0,0,0,569.0,430.0,139.0
2024-12-04T13:00,25.7,24140.00,3600.00,33,0.00,0,0,0,0,550.0,414.0,136.0
2024-12-04T14:00,25.8,24140.00,3600.00,32,0.00,0,0,0,0,467.0,341.0,126.0
2024-12-04T15:00,25.4,24140.00,3600.00,33,0.00,0,0,0,0,333.0,225.0,108.0
2024-12-04T16:00,24.4,24140.00,3600.00,35,0.00,0,0,0,0,171.0,94.0,77.0
2024-12-04T17:00,23.0,24140.00,1769.97,38,0.00,0,0,0,0,33.0,11.0,22.0
2024-12-04T18:00,22.7,24140.00,0.00,38,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-04T19:00,21.5,24140.00,0.00,41,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-04T20:00,20.5,24140.00,0.00,43,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-04T21:00,19.7,24140.00,0.00,44,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-04T22:00,18.9,24140.00,0.00,45,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-04T23:00,18.1,24140.00,0.00,46,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-05T00:00,17.5,24140.00,0.00,47,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-05T01:00,16.8,24140.00,0.00,49,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-05T02:00,16.0,24140.00,0.00,52,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-05T03:00,15.3,24140.00,0.00,55,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-05T04:00,14.7,24140.00,0.00,58,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-05T05:00,14.1,24140.00,0.00,60,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-05T06:00,12.6,24140.00,0.00,64,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-05T07:00,12.6,24140.00,0.00,63,0.00,0,0,0,0,8.0,2.0,6.0
2024-12-05T08:00,13.9,24140.00,3600.00,57,0.00,0,0,0,0,114.0,55.0,59.0
2024-12-05T09:00,16.2,24140.00,3600.00,48,0.00,0,0,0,0,281.0,182.0,99.0
2024-12-05T10:00,18.9,24140.00,3600.00,39,0.00,0,0,0,0,434.0,313.0,121.0
2024-12-05T11:00,21.4,24140.00,3600.00,32,0.00,0,0,0,0,541.0,407.0,134.0
2024-12-05T12:00,23.0,24140.00,3600.00,27,0.00,0,0,0,0,587.0,450.0,137.0
2024-12-05T13:00,23.8,24140.00,3600.00,24,0.00,0,0,0,0,567.0,432.0,135.0
2024-12-05T14:00,23.9,24140.00,3600.00,24,0.00,0,0,0,0,482.0,357.0,125.0
2024-12-05T15:00,23.5,24140.00,3600.00,26,0.00,0,0,0,0,344.0,236.0,108.0
2024-12-05T16:00,22.6,24140.00,3600.00,29,0.00,0,0,0,0,176.0,99.0,77.0
2024-12-05T17:00,21.1,24140.00,2067.68,31,0.00,0,0,0,0,34.0,12.0,22.0
2024-12-05T18:00,20.9,24140.00,0.00,32,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-05T19:00,19.9,24140.00,0.00,36,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-05T20:00,18.9,24140.00,0.00,39,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-05T21:00,18.1,24140.00,0.00,40,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-05T22:00,17.5,24140.00,0.00,42,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-05T23:00,17.1,24140.00,0.00,42,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-06T00:00,16.8,24140.00,0.00,42,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-06T01:00,16.1,24140.00,0.00,43,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-06T02:00,15.1,24140.00,0.00,46,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-06T03:00,14.2,24140.00,0.00,49,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-06T04:00,13.8,24140.00,0.00,49,0.00,9,0,0,9,0.0,0.0,0.0
2024-12-06T05:00,13.4,24140.00,0.00,51,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-06T06:00,12.1,24140.00,0.00,64,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-06T07:00,12.1,24140.00,0.00,66,0.00,0,0,0,0,8.0,1.0,7.0
2024-12-06T08:00,13.6,24140.00,3600.00,61,0.00,0,0,0,0,109.0,51.0,58.0
2024-12-06T09:00,16.2,24140.00,3600.00,52,0.00,0,0,0,0,272.0,174.0,98.0
2024-12-06T10:00,19.2,24140.00,3600.00,41,0.00,0,0,0,0,424.0,302.0,122.0
2024-12-06T11:00,21.8,24140.00,3600.00,32,0.00,0,0,0,0,531.0,397.0,134.0
2024-12-06T12:00,23.0,24140.00,3600.00,32,0.00,0,0,0,0,578.0,439.0,139.0
2024-12-06T13:00,23.6,24140.00,3600.00,32,0.00,0,0,0,0,558.0,421.0,137.0
2024-12-06T14:00,23.8,24140.00,3600.00,31,0.00,0,0,0,0,474.0,348.0,126.0
2024-12-06T15:00,23.4,24140.00,3600.00,32,0.00,0,0,0,0,339.0,231.0,108.0
2024-12-06T16:00,22.5,24140.00,3600.00,34,0.00,0,0,0,0,174.0,97.0,77.0
2024-12-06T17:00,21.0,24140.00,1772.19,38,0.00,0,0,0,0,34.0,11.0,23.0
2024-12-06T18:00,20.5,24140.00,0.00,40,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-06T19:00,19.6,24140.00,0.00,43,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-06T20:00,18.7,24140.00,0.00,44,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-06T21:00,17.7,24140.00,0.00,45,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-06T22:00,16.5,24140.00,0.00,48,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-06T23:00,15.9,24140.00,0.00,49,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-07T00:00,15.4,24140.00,0.00,51,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-07T01:00,14.6,24140.00,0.00,52,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-07T02:00,13.9,24140.00,0.00,54,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-07T03:00,13.3,24140.00,0.00,57,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-07T04:00,12.4,24140.00,0.00,61,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-07T05:00,11.7,24140.00,0.00,62,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-07T06:00,10.3,24140.00,0.00,69,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-07T07:00,10.3,24140.00,0.00,70,0.00,0,0,0,0,7.0,1.0,6.0
2024-12-07T08:00,12.4,24140.00,3600.00,62,0.00,0,0,0,0,110.0,53.0,57.0
2024-12-07T09:00,15.4,24140.00,3600.00,53,0.00,0,0,0,0,276.0,179.0,97.0
2024-12-07T10:00,18.5,24140.00,3600.00,43,0.00,0,0,0,0,428.0,309.0,119.0
2024-12-07T11:00,20.8,24140.00,3600.00,34,0.00,0,0,0,0,535.0,403.0,132.0
2024-12-07T12:00,22.1,24140.00,3600.00,27,0.00,0,0,0,0,581.0,445.0,136.0
2024-12-07T13:00,22.8,24140.00,3600.00,24,0.00,0,0,0,0,561.0,426.0,135.0
2024-12-07T14:00,23.0,24140.00,3600.00,22,0.00,0,0,0,0,478.0,353.0,125.0
2024-12-07T15:00,22.9,24140.00,3600.00,21,0.00,0,0,0,0,342.0,236.0,106.0
2024-12-07T16:00,22.4,24140.00,3600.00,21,0.00,0,0,0,0,177.0,100.0,77.0
2024-12-07T17:00,19.8,24140.00,2068.75,30,0.00,0,0,0,0,34.0,12.0,22.0
2024-12-07T18:00,19.1,24140.00,0.00,38,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-07T19:00,18.0,24140.00,0.00,44,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-07T20:00,17.2,24140.00,0.00,49,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-07T21:00,16.3,24140.00,0.00,53,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-07T22:00,15.2,24140.00,0.00,58,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-07T23:00,14.4,24140.00,0.00,59,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-08T00:00,13.8,24140.00,0.00,59,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-08T01:00,13.1,24140.00,0.00,61,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-08T02:00,12.5,24140.00,0.00,63,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-08T03:00,12.1,24140.00,0.00,65,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-08T04:00,11.6,24140.00,0.00,67,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-08T05:00,11.2,24140.00,0.00,69,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-08T06:00,10.6,24140.00,0.00,74,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-08T07:00,10.7,24140.00,0.00,73,0.00,0,0,0,0,7.0,1.0,6.0
2024-12-08T08:00,12.1,24140.00,3600.00,67,0.00,3,0,0,3,104.0,48.0,56.0
2024-12-08T09:00,14.6,24140.00,3600.00,56,0.00,9,0,0,9,264.0,166.0,98.0
2024-12-08T10:00,17.7,24140.00,3600.00,46,0.00,4,0,0,4,412.0,291.0,121.0
2024-12-08T11:00,20.2,24140.00,3600.00,38,0.00,2,0,1,0,517.0,384.0,133.0
2024-12-08T12:00,21.6,24140.00,3600.00,34,0.00,25,0,17,10,560.0,418.0,142.0
2024-12-08T13:00,22.2,24140.00,3600.00,34,0.00,26,0,26,0,528.0,371.0,157.0
2024-12-08T14:00,22.5,24140.00,3600.00,35,0.00,27,0,27,0,447.0,300.0,147.0
2024-12-08T15:00,22.1,24140.00,3600.00,36,0.10,39,0,39,6,301.0,174.0,127.0
2024-12-08T16:00,21.5,24140.00,3600.00,39,0.00,47,0,46,8,134.0,58.0,76.0
2024-12-08T17:00,20.0,24140.00,581.51,45,0.00,61,0,60,8,26.0,7.0,19.0
2024-12-08T18:00,18.3,24140.00,0.00,48,0.10,22,14,13,0,0.0,0.0,0.0
2024-12-08T19:00,17.5,15260.00,0.00,57,0.00,94,0,94,0,0.0,0.0,0.0
2024-12-08T20:00,16.9,24140.00,0.00,59,0.20,57,0,57,0,0.0,0.0,0.0
2024-12-08T21:00,15.5,24140.00,0.00,67,0.00,21,0,21,0,0.0,0.0,0.0
2024-12-08T22:00,14.9,24140.00,0.00,70,0.00,42,0,42,0,0.0,0.0,0.0
2024-12-08T23:00,14.8,15700.00,0.00,68,0.00,1,0,1,0,0.0,0.0,0.0
2024-12-09T00:00,13.6,24140.00,0.00,72,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-09T01:00,13.1,24140.00,0.00,74,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-09T02:00,12.4,24140.00,0.00,81,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-09T03:00,11.8,24140.00,0.00,85,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-09T04:00,11.2,24140.00,0.00,87,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-09T05:00,10.5,24140.00,0.00,91,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-09T06:00,10.7,24140.00,0.00,90,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-09T07:00,10.6,24140.00,0.00,91,0.00,0,0,0,0,6.0,1.0,5.0
2024-12-09T08:00,12.2,24140.00,3600.00,82,0.00,0,0,0,0,102.0,45.0,57.0
2024-12-09T09:00,14.4,24140.00,3600.00,71,0.00,0,0,0,0,262.0,163.0,99.0
2024-12-09T10:00,16.1,24140.00,3600.00,63,0.00,0,0,0,0,409.0,286.0,123.0
2024-12-09T11:00,17.7,24140.00,3600.00,58,0.00,0,0,0,0,513.0,375.0,138.0
2024-12-09T12:00,19.0,24140.00,3600.00,54,0.00,0,0,0,0,559.0,415.0,144.0
2024-12-09T13:00,19.8,24140.00,3600.00,50,0.00,1,1,0,0,541.0,399.0,142.0
2024-12-09T14:00,20.2,24140.00,3600.00,46,0.00,1,1,0,0,462.0,332.0,130.0
2024-12-09T15:00,20.0,24140.00,3600.00,43,0.00,2,0,2,0,329.0,217.0,112.0
2024-12-09T16:00,19.5,24140.00,3600.00,44,0.00,1,1,0,0,168.0,90.0,78.0
2024-12-09T17:00,18.1,24140.00,1768.35,51,0.00,1,0,1,0,33.0,11.0,22.0
2024-12-09T18:00,17.8,24140.00,0.00,53,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-09T19:00,17.1,24140.00,0.00,55,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-09T20:00,16.5,24140.00,0.00,56,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-09T21:00,15.5,24140.00,0.00,61,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-09T22:00,14.6,24140.00,0.00,63,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-09T23:00,13.9,24140.00,0.00,65,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-10T00:00,13.2,24140.00,0.00,68,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-10T01:00,12.6,24140.00,0.00,70,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-10T02:00,12.2,24140.00,0.00,71,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-10T03:00,11.8,24140.00,0.00,71,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-10T04:00,11.3,24140.00,0.00,71,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-10T05:00,10.9,24140.00,0.00,73,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-10T06:00,10.1,24140.00,0.00,84,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-10T07:00,9.9,24140.00,0.00,84,0.00,0,0,0,0,6.0,1.0,5.0
2024-12-10T08:00,11.2,24140.00,3600.00,77,0.00,0,0,0,0,102.0,47.0,55.0
2024-12-10T09:00,13.4,24140.00,3600.00,67,0.00,0,0,0,0,266.0,169.0,97.0
2024-12-10T10:00,15.6,24140.00,3600.00,58,0.00,0,0,0,0,418.0,298.0,120.0
2024-12-10T11:00,17.9,24140.00,3600.00,48,0.00,0,0,0,0,528.0,395.0,133.0
2024-12-10T12:00,19.6,24140.00,3600.00,30,0.00,0,0,0,0,578.0,441.0,137.0
2024-12-10T13:00,20.4,24140.00,3600.00,19,0.00,0,0,0,0,564.0,430.0,134.0
2024-12-10T14:00,20.4,24140.00,3600.00,19,0.00,0,0,0,0,484.0,359.0,125.0
2024-12-10T15:00,19.9,24140.00,3600.00,20,0.00,0,0,0,0,347.0,241.0,106.0
2024-12-10T16:00,18.9,24140.00,3600.00,24,0.00,0,0,0,0,180.0,104.0,76.0
2024-12-10T17:00,17.2,24140.00,2361.09,30,0.00,0,0,0,0,35.0,13.0,22.0
2024-12-10T18:00,17.3,24140.00,0.00,33,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-10T19:00,16.2,24140.00,0.00,37,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-10T20:00,15.2,24140.00,0.00,39,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-10T21:00,14.2,24140.00,0.00,43,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-10T22:00,13.3,24140.00,0.00,45,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-10T23:00,12.6,24140.00,0.00,48,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-11T00:00,11.9,24140.00,0.00,49,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-11T01:00,11.4,24140.00,0.00,50,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-11T02:00,10.9,24140.00,0.00,50,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-11T03:00,10.6,24140.00,0.00,49,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-11T04:00,10.1,24140.00,0.00,49,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-11T05:00,9.9,24140.00,0.00,49,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-11T06:00,8.9,24140.00,0.00,56,0.00,0,0,0,0,0.0,0.0,0.0
2024-12-11T07:00,8.6,24140.00,0.00,57,0.00,0,0,0,0,6.0,1.0,5.0
2024-12-11T08:00,10.0,24140.00,3600.00,53,0.00,0,0,0,0,104.0,49.0,55.0
